NS10000 VALID
CN0 7386, LN0 0256, HN0 8014
CN2 2541, LN2 7861, HN2 3040
CN3 1267, LN3 6587, HN3 2766
CN4 0983, LN4 5203, HN4 1482

CN0 1076, LN0 6396, HN0 2575
CN1 0792, LN1 5012, HN1 1291
CN2 9418, LN2 4738, HN2 0917
CN3 8134, LN3 3454, HN3 9633
CN4 7850, LN4 2170, HN4 8359

CN0 3681, LN0 8901, HN0 4180
CN1 2307, LN1 7627, HN1 3806
CN2 1023, LN2 6343, HN2 2522
CN3 0749, LN3 5069, HN3 1248
CN4 9465, LN4 4785, HN4 0964

CN0 4372, LN0 9692, HN0 5871
CN1 3098, LN1 8318, HN1 4597
CN2 2714, LN2 7034, HN2 3213
CN3 1430, LN3 6750, HN3 2939
CN4 0156, LN4 5476, HN4 1655

CN0 2150, LN0 7470, HN0 3659
CN1 1876, LN1 6196, HN1 2375
CN2 0592, LN2 5812, HN2 1091
CN3 9218, LN3 4538, HN3 0717
CN4 8934, LN4 3254, HN4 9433

CN0 4138, LN0 9458, HN0 5637
CN1 3854, LN1 8174, HN1 4353
CN2 2570, LN2 7890, HN2 3079
CN3 1296, LN3 6516, HN3 2795
CN4 0912, LN4 5232, HN4 1411

CN0 5472, LN0 0792, HN0 6971
CN1 4198, LN1 9418, HN1 5697
CN2 3814, LN2 8134, HN2 4313
CN3 2530, LN3 7850, HN3 3039
CN4 1256, LN4 6576, HN4 2755

CN0 4905, LN0 9225, HN0 5404
CN1 3621, LN1 8941, HN1 4120
CN2 2347, LN2 7667, HN2 3846
CN3 1063, LN3 6383, HN3 2562
CN4 0789, LN4 5009, HN4 1288

CN0 9654, LN0 4974, HN0 0153
CN1 8370, LN1 3690, HN1 9879
CN2 7096, LN2 2316, HN2 8595
CN3 6712, LN3 1032, HN3 7211
CN4 5438, LN4 0758, HN4 6937

CN0 9087, LN0 4307, HN0 0586
CN1 8703, LN1 3023, HN1 9202
CN2 7429, LN2 2749, HN2 8928
CN3 6145, LN3 1465, HN3 7644
CN4 5861, LN4 0181, HN4 6360

CN0 0138, LN0 5458, HN0 1637
CN1 9854, LN1 4174, HN1 0353
CN2 8570, LN2 3890, HN2 9079
CN3 7296, LN3 2516, HN3 8795
CN4 6912, LN4 1232, HN4 7411

CN0 5876, LN0 0196, HN0 6375
CN1 4592, LN1 9812, HN1 5091
CN2 3218, LN2 8538, HN2 4717
CN3 2934, LN3 7254, HN3 3433
CN4 1650, LN4 6970, HN4 2159

CN0 9854, LN0 4174, HN0 0353
CN1 8570, LN1 3890, HN1 9079
CN2 7296, LN2 2516, HN2 8795
CN3 6912, LN3 1232, HN3 7411
CN4 5638, LN4 0958, HN4 6137

CN0 5472, LN0 0792, HN0 6971
CN1 4198, LN1 9418, HN1 5697
CN2 3814, LN2 8134, HN2 4313
CN3 2530, LN3 7850, HN3 3039
CN4 1256, LN4 6576, HN4 2755

CN0 9683, LN0 4903, HN0 0182
CN1 8309, LN1 3629, HN1 9808
CN2 7025, LN2 2345, HN2 8524
CN3 6741, LN3 1061, HN3 7240
CN4 5467, LN4 0787, HN4 6966

CN0 9843, LN0 4163, HN0 0342
CN1 8569, LN1 3889, HN1 9068
CN2 7285, LN2 2505, HN2 8784
CN3 6901, LN3 1221, HN3 7400
CN4 5627, LN4 0947, HN4 6126

CN0 5409, LN0 0729, HN0 6908
CN1 4125, LN1 9445, HN1 5624
CN2 3841, LN2 8161, HN2 4340
CN3 2567, LN3 7887, HN3 3066
CN4 1283, LN4 6503, HN4 2782

CN0 6150, LN0 1470, HN0 7659
CN1 5876, LN1 0196, HN1 6375
CN2 4592, LN2 9812, HN2 5091
CN3 3218, LN3 8538, HN3 4717
CN4 2934, LN4 7254, HN4 3433

CN0 3481, LN0 8701, HN0 4980
CN1 2107, LN1 7427, HN1 3606
CN2 1823, LN2 6143, HN2 2322
CN3 0549, LN3 5869, HN3 1048
CN4 9265, LN4 4585, HN4 0764

CN0 5403, LN0 0723, HN0 6902
CN1 4129, LN1 9449, HN1 5628
CN2 3845, LN2 8165, HN2 4344
CN3 2561, LN3 7881, HN3 3060
CN4 1287, LN4 6507, HN4 2786

CN0 2743, LN0 7063, HN0 3242
CN1 1469, LN1 6789, HN1 2968
CN2 0185, LN2 5405, HN2 1684
CN3 9801, LN3 4121, HN3 0300
CN4 8527, LN4 3847, HN4 9026

CN0 2987, LN0 7207, HN0 3486
CN1 1603, LN1 6923, HN1 2102
CN2 0329, LN2 5649, HN2 1828
CN3 9045, LN3 4365, HN3 0544
CN4 8761, LN4 3081, HN4 9260

CN0 4378, LN0 9698, HN0 5877
CN1 3094, LN1 8314, HN1 4593
CN2 2710, LN2 7030, HN2 3219
CN3 1436, LN3 6756, HN3 2935
CN4 0152, LN4 5472, HN4 1651

CN0 1269, LN0 6589, HN0 2768
CN1 0985, LN1 5205, HN1 1484
CN2 9601, LN2 4921, HN2 0100
CN3 8327, LN3 3647, HN3 9826
CN4 7043, LN4 2363, HN4 8542

CN0 0934, LN0 5254, HN0 1433
CN1 9650, LN1 4970, HN1 0159
CN2 8376, LN2 3696, HN2 9875
CN3 7092, LN3 2312, HN3 8591
CN4 6718, LN4 1038, HN4 7217

CN0 9287, LN0 4507, HN0 0786
CN1 8903, LN1 3223, HN1 9402
CN2 7629, LN2 2949, HN2 8128
CN3 6345, LN3 1665, HN3 7844
CN4 5061, LN4 0381, HN4 6560

CN0 3481, LN0 8701, HN0 4980
CN1 2107, LN1 7427, HN1 3606
CN2 1823, LN2 6143, HN2 2322
CN3 0549, LN3 5869, HN3 1048
CN4 9265, LN4 4585, HN4 0764

CN0 0965, LN0 5285, HN0 1464
CN1 9681, LN1 4901, HN1 0180
CN2 8307, LN2 3627, HN2 9806
CN3 7023, LN3 2343, HN3 8522
CN4 6749, LN4 1069, HN4 7248

CN0 0794, LN0 5014, HN0 1293
CN1 9410, LN1 4730, HN1 0919
CN2 8136, LN2 3456, HN2 9635
CN3 7852, LN3 2172, HN3 8351
CN4 6578, LN4 1898, HN4 7077

CN0 0765, LN0 5085, HN0 1264
CN1 9481, LN1 4701, HN1 0980
CN2 8107, LN2 3427, HN2 9606
CN3 7823, LN3 2143, HN3 8322
CN4 6549, LN4 1869, HN4 7048

CN0 2956, LN0 7276, HN0 3455
CN1 1672, LN1 6992, HN1 2171
CN2 0398, LN2 5618, HN2 1897
CN3 9014, LN3 4334, HN3 0513
CN4 8730, LN4 3050, HN4 9239

CN0 6754, LN0 1074, HN0 7253
CN1 5470, LN1 0790, HN1 6979
CN2 4196, LN2 9416, HN2 5695
CN3 3812, LN3 8132, HN3 4311
CN4 2538, LN4 7858, HN4 3037

CN0 2987, LN0 7207, HN0 3486
CN1 1603, LN1 6923, HN1 2102
CN2 0329, LN2 5649, HN2 1828
CN3 9045, LN3 4365, HN3 0544
CN4 8761, LN4 3081, HN4 9260

CN0 6583, LN0 1803, HN0 7082
CN1 5209, LN1 0529, HN1 6708
CN2 4925, LN2 9245, HN2 5424
CN3 3641, LN3 8961, HN3 4140
CN4 2367, LN4 7687, HN4 3866

CN0 5249, LN0 0569, HN0 6748
CN1 4965, LN1 9285, HN1 5464
CN2 3681, LN2 8901, HN2 4180
CN3 2307, LN3 7627, HN3 3806
CN4 1023, LN4 6343, HN4 2522

CN0 3867, LN0 8187, HN0 4366
CN1 2583, LN1 7803, HN1 3082
CN2 1209, LN2 6529, HN2 2708
CN3 0925, LN3 5245, HN3 1424
CN4 9641, LN4 4961, HN4 0140

CN0 9856, LN0 4176, HN0 0355
CN1 8572, LN1 3892, HN1 9071
CN2 7298, LN2 2518, HN2 8797
CN3 6914, LN3 1234, HN3 7413
CN4 5630, LN4 0950, HN4 6139

CN0 1249, LN0 6569, HN0 2748
CN1 0965, LN1 5285, HN1 1464
CN2 9681, LN2 4901, HN2 0180
CN3 8307, LN3 3627, HN3 9806
CN4 7023, LN4 2343, HN4 8522

CN0 1036, LN0 6356, HN0 2535
CN1 0752, LN1 5072, HN1 1251
CN2 9478, LN2 4798, HN2 0977
CN3 8194, LN3 3414, HN3 9693
CN4 7810, LN4 2130, HN4 8319

CN0 2543, LN0 7863, HN0 3042
CN1 1269, LN1 6589, HN1 2768
CN2 0985, LN2 5205, HN2 1484
CN3 9601, LN3 4921, HN3 0100
CN4 8327, LN4 3647, HN4 9826

CN0 3894, LN0 8114, HN0 4393
CN1 2510, LN1 7830, HN1 3019
CN2 1236, LN2 6556, HN2 2735
CN3 0952, LN3 5272, HN3 1451
CN4 9678, LN4 4998, HN4 0177

CN0 0934, LN0 5254, HN0 1433
CN1 9650, LN1 4970, HN1 0159
CN2 8376, LN2 3696, HN2 9875
CN3 7092, LN3 2312, HN3 8591
CN4 6718, LN4 1038, HN4 7217

CN0 5683, LN0 0903, HN0 6182
CN1 4309, LN1 9629, HN1 5808
CN2 3025, LN2 8345, HN2 4524
CN3 2741, LN3 7061, HN3 3240
CN4 1467, LN4 6787, HN4 2966

CN0 2350, LN0 7670, HN0 3859
CN1 1076, LN1 6396, HN1 2575
CN2 0792, LN2 5012, HN2 1291
CN3 9418, LN3 4738, HN3 0917
CN4 8134, LN4 3454, HN4 9633

CN0 2350, LN0 7670, HN0 3859
CN1 1076, LN1 6396, HN1 2575
CN2 0792, LN2 5012, HN2 1291
CN3 9418, LN3 4738, HN3 0917
CN4 8134, LN4 3454, HN4 9633

CN0 4109, LN0 9429, HN0 5608
CN1 3825, LN1 8145, HN1 4324
CN2 2541, LN2 7861, HN2 3040
CN3 1267, LN3 6587, HN3 2766
CN4 0983, LN4 5203, HN4 1482

CN0 2796, LN0 9163, HN0 3293
CN1 1962, LN1 8339, HN1 2469
CN2 0138, LN2 7505, HN2 1635
CN3 9304, LN3 6771, HN3 0801
CN4 8570, LN4 5947, HN4 9077

CN0 0297, LN0 7664, HN0 1794
CN1 9463, LN1 6830, HN1 0960
CN2 8639, LN2 5006, HN2 9136
CN3 7805, LN3 4272, HN3 8302
CN4 6071, LN4 3448, HN4 7578

CN0 6251, LN0 3628, HN0 7758
CN1 5427, LN1 2894, HN1 6924
CN2 4693, LN2 1060, HN2 5190
CN3 3869, LN3 0236, HN3 4366
CN4 2035, LN4 9402, HN4 3532

CN0 0295, LN0 7662, HN0 1792
CN1 9461, LN1 6838, HN1 0968
CN2 8637, LN2 5004, HN2 9134
CN3 7803, LN3 4270, HN3 8300
CN4 6079, LN4 3446, HN4 7576

CN0 2439, LN0 9806, HN0 3936
CN1 1605, LN1 8072, HN1 2102
CN2 0871, LN2 7248, HN2 1378
CN3 9047, LN3 6414, HN3 0544
CN4 8213, LN4 5680, HN4 9710

CN0 1605, LN0 8072, HN0 2102
CN1 0871, LN1 7248, HN1 1378
CN2 9047, LN2 6414, HN2 0544
CN3 8213, LN3 5680, HN3 9710
CN4 7489, LN4 4856, HN4 8986

CN0 5829, LN0 2296, HN0 6326
CN1 4095, LN1 1462, HN1 5592
CN2 3261, LN2 0638, HN2 4768
CN3 2437, LN3 9804, HN3 3934
CN4 1603, LN4 8070, HN4 2100

CN0 2130, LN0 9507, HN0 3637
CN1 1306, LN1 8773, HN1 2803
CN2 0572, LN2 7949, HN2 1079
CN3 9748, LN3 6115, HN3 0245
CN4 8914, LN4 5381, HN4 9411

CN0 1342, LN0 8719, HN0 2849
CN1 0518, LN1 7985, HN1 1015
CN2 9784, LN2 6151, HN2 0281
CN3 8950, LN3 5327, HN3 9457
CN4 7126, LN4 4593, HN4 8623

CN0 5809, LN0 2276, HN0 6306
CN1 4075, LN1 1442, HN1 5572
CN2 3241, LN2 0618, HN2 4748
CN3 2417, LN3 9884, HN3 3914
CN4 1683, LN4 8050, HN4 2180

CN0 1328, LN0 8795, HN0 2825
CN1 0594, LN1 7961, HN1 1091
CN2 9760, LN2 6137, HN2 0267
CN3 8936, LN3 5303, HN3 9433
CN4 7102, LN4 4579, HN4 8609

CN0 3584, LN0 0951, HN0 4081
CN1 2750, LN1 9127, HN1 3257
CN2 1926, LN2 8393, HN2 2423
CN3 0192, LN3 7569, HN3 1699
CN4 9368, LN4 6735, HN4 0865

CN0 2750, LN0 9127, HN0 3257
CN1 1926, LN1 8393, HN1 2423
CN2 0192, LN2 7569, HN2 1699
CN3 9368, LN3 6735, HN3 0865
CN4 8534, LN4 5901, HN4 9031

CN0 0651, LN0 7028, HN0 1158
CN1 9827, LN1 6294, HN1 0324
CN2 8093, LN2 5460, HN2 9590
CN3 7269, LN3 4636, HN3 8766
CN4 6435, LN4 3802, HN4 7932

CN0 9843, LN0 6210, HN0 0340
CN1 8019, LN1 5486, HN1 9516
CN2 7285, LN2 4652, HN2 8782
CN3 6451, LN3 3828, HN3 7958
CN4 5627, LN4 2094, HN4 6124

CN0 5029, LN0 2496, HN0 6526
CN1 4295, LN1 1662, HN1 5792
CN2 3461, LN2 0838, HN2 4968
CN3 2637, LN3 9004, HN3 3134
CN4 1803, LN4 8270, HN4 2300

CN0 5483, LN0 2850, HN0 6980
CN1 4659, LN1 1026, HN1 5156
CN2 3825, LN2 0292, HN2 4322
CN3 2091, LN3 9468, HN3 3598
CN4 1267, LN4 8634, HN4 2764

CN0 6851, LN0 3228, HN0 7358
CN1 5027, LN1 2494, HN1 6524
CN2 4293, LN2 1660, HN2 5790
CN3 3469, LN3 0836, HN3 4966
CN4 2635, LN4 9002, HN4 3132

CN0 6853, LN0 3220, HN0 7350
CN1 5029, LN1 2496, HN1 6526
CN2 4295, LN2 1662, HN2 5792
CN3 3461, LN3 0838, HN3 4968
CN4 2637, LN4 9004, HN4 3134

CN0 0651, LN0 7028, HN0 1158
CN1 9827, LN1 6294, HN1 0324
CN2 8093, LN2 5460, HN2 9590
CN3 7269, LN3 4636, HN3 8766
CN4 6435, LN4 3802, HN4 7932

CN0 3528, LN0 0995, HN0 4025
CN1 2794, LN1 9161, HN1 3291
CN2 1960, LN2 8337, HN2 2467
CN3 0136, LN3 7503, HN3 1633
CN4 9302, LN4 6779, HN4 0809

CN0 5083, LN0 2450, HN0 6580
CN1 4259, LN1 1626, HN1 5756
CN2 3425, LN2 0892, HN2 4922
CN3 2691, LN3 9068, HN3 3198
CN4 1867, LN4 8234, HN4 2364

CN0 9807, LN0 6274, HN0 0304
CN1 8073, LN1 5440, HN1 9570
CN2 7249, LN2 4616, HN2 8746
CN3 6415, LN3 3882, HN3 7912
CN4 5681, LN4 2058, HN4 6188

CN0 4718, LN0 1185, HN0 5215
CN1 3984, LN1 0351, HN1 4481
CN2 2150, LN2 9527, HN2 3657
CN3 1326, LN3 8793, HN3 2823
CN4 0592, LN4 7969, HN4 1099

CN0 4752, LN0 1129, HN0 5259
CN1 3928, LN1 0395, HN1 4425
CN2 2194, LN2 9561, HN2 3691
CN3 1360, LN3 8737, HN3 2867
CN4 0536, LN4 7903, HN4 1033

CN0 5829, LN0 2296, HN0 6326
CN1 4095, LN1 1462, HN1 5592
CN2 3261, LN2 0638, HN2 4768
CN3 2437, LN3 9804, HN3 3934
CN4 1603, LN4 8070, HN4 2100

CN0 0954, LN0 7321, HN0 1451
CN1 9120, LN1 6597, HN1 0627
CN2 8396, LN2 5763, HN2 9893
CN3 7562, LN3 4939, HN3 8069
CN4 6738, LN4 3105, HN4 7235

CN0 5140, LN0 2517, HN0 6647
CN1 4316, LN1 1783, HN1 5813
CN2 3582, LN2 0959, HN2 4089
CN3 2758, LN3 9125, HN3 3255
CN4 1924, LN4 8391, HN4 2421

CN0 6594, LN0 3961, HN0 7091
CN1 5760, LN1 2137, HN1 6267
CN2 4936, LN2 1303, HN2 5433
CN3 3102, LN3 0579, HN3 4609
CN4 2378, LN4 9745, HN4 3875

CN0 9243, LN0 6610, HN0 0740
CN1 8419, LN1 5886, HN1 9916
CN2 7685, LN2 4052, HN2 8182
CN3 6851, LN3 3228, HN3 7358
CN4 5027, LN4 2494, HN4 6524

CN0 5083, LN0 2450, HN0 6580
CN1 4259, LN1 1626, HN1 5756
CN2 3425, LN2 0892, HN2 4922
CN3 2691, LN3 9068, HN3 3198
CN4 1867, LN4 8234, HN4 2364

CN0 4952, LN0 1329, HN0 5459
CN1 3128, LN1 0595, HN1 4625
CN2 2394, LN2 9761, HN2 3891
CN3 1560, LN3 8937, HN3 2067
CN4 0736, LN4 7103, HN4 1233

CN0 5742, LN0 2119, HN0 6249
CN1 4918, LN1 1385, HN1 5415
CN2 3184, LN2 0551, HN2 4681
CN3 2350, LN3 9727, HN3 3857
CN4 1526, LN4 8993, HN4 2023

CN0 4039, LN0 1406, HN0 5536
CN1 3205, LN1 0672, HN1 4702
CN2 2471, LN2 9848, HN2 3978
CN3 1647, LN3 8014, HN3 2144
CN4 0813, LN4 7280, HN4 1310

CN0 4752, LN0 1129, HN0 5259
CN1 3928, LN1 0395, HN1 4425
CN2 2194, LN2 9561, HN2 3691
CN3 1360, LN3 8737, HN3 2867
CN4 0536, LN4 7903, HN4 1033

CN0 4952, LN0 1329, HN0 5459
CN1 3128, LN1 0595, HN1 4625
CN2 2394, LN2 9761, HN2 3891
CN3 1560, LN3 8937, HN3 2067
CN4 0736, LN4 7103, HN4 1233

CN0 6231, LN0 3608, HN0 7738
CN1 5407, LN1 2874, HN1 6904
CN2 4673, LN2 1040, HN2 5170
CN3 3849, LN3 0216, HN3 4346
CN4 2015, LN4 9482, HN4 3512

CN0 5429, LN0 2896, HN0 6926
CN1 4695, LN1 1062, HN1 5192
CN2 3861, LN2 0238, HN2 4368
CN3 2037, LN3 9404, HN3 3534
CN4 1203, LN4 8670, HN4 2700

CN0 3607, LN0 0074, HN0 4104
CN1 2873, LN1 9240, HN1 3370
CN2 1049, LN2 8416, HN2 2546
CN3 0215, LN3 7682, HN3 1712
CN4 9481, LN4 6858, HN4 0988

CN0 4318, LN0 1785, HN0 5815
CN1 3584, LN1 0951, HN1 4081
CN2 2750, LN2 9127, HN2 3257
CN3 1926, LN3 8393, HN3 2423
CN4 0192, LN4 7569, HN4 1699

CN0 2510, LN0 9987, HN0 3017
CN1 1786, LN1 8153, HN1 2283
CN2 0952, LN2 7329, HN2 1459
CN3 9128, LN3 6595, HN3 0625
CN4 8394, LN4 5761, HN4 9891

CN0 5409, LN0 2876, HN0 6906
CN1 4675, LN1 1042, HN1 5172
CN2 3841, LN2 0218, HN2 4348
CN3 2017, LN3 9484, HN3 3514
CN4 1283, LN4 8650, HN4 2780

CN0 9186, LN0 6553, HN0 0683
CN1 8352, LN1 5729, HN1 9859
CN2 7528, LN2 4995, HN2 8025
CN3 6794, LN3 3161, HN3 7291
CN4 5960, LN4 2337, HN4 6467

CN0 9827, LN0 6294, HN0 0324
CN1 8093, LN1 5460, HN1 9590
CN2 7269, LN2 4636, HN2 8766
CN3 6435, LN3 3802, HN3 7932
CN4 5601, LN4 2078, HN4 6108

CN0 1049, LN0 8416, HN0 2546
CN1 0215, LN1 7682, HN1 1712
CN2 9481, LN2 6858, HN2 0988
CN3 8657, LN3 5024, HN3 9154
CN4 7823, LN4 4290, HN4 8320

CN0 0697, LN0 7064, HN0 1194
CN1 9863, LN1 6230, HN1 0360
CN2 8039, LN2 5406, HN2 9536
CN3 7205, LN3 4672, HN3 8702
CN4 6471, LN4 3848, HN4 7978

CN0 5083, LN0 2450, HN0 6580
CN1 4259, LN1 1626, HN1 5756
CN2 3425, LN2 0892, HN2 4922
CN3 2691, LN3 9068, HN3 3198
CN4 1867, LN4 8234, HN4 2364

CN0 3807, LN0 0274, HN0 4304
CN1 2073, LN1 9440, HN1 3570
CN2 1249, LN2 8616, HN2 2746
CN3 0415, LN3 7882, HN3 1912
CN4 9681, LN4 6058, HN4 0188

CN0 6910, LN0 3387, HN0 7417
CN1 5186, LN1 2553, HN1 6683
CN2 4352, LN2 1729, HN2 5859
CN3 3528, LN3 0995, HN3 4025
CN4 2794, LN4 9161, HN4 3291

CN0 3520, LN0 0997, HN0 4027
CN1 2796, LN1 9163, HN1 3293
CN2 1962, LN2 8339, HN2 2469
CN3 0138, LN3 7505, HN3 1635
CN4 9304, LN4 6771, HN4 0801

CN0 2716, LN0 9183, HN0 3213
CN1 1982, LN1 8359, HN1 2489
CN2 0158, LN2 7525, HN2 1655
CN3 9324, LN3 6791, HN3 0821
CN4 8590, LN4 5967, HN4 9097

CN0 4398, LN0 1765, HN0 5895
CN1 3564, LN1 0931, HN1 4061
CN2 2730, LN2 9107, HN2 3237
CN3 1906, LN3 8373, HN3 2403
CN4 0172, LN4 7549, HN4 1679

CN0 5043, LN0 2410, HN0 6540
CN1 4219, LN1 1686, HN1 5716
CN2 3485, LN2 0852, HN2 4982
CN3 2651, LN3 9028, HN3 3158
CN4 1827, LN4 8294, HN4 2324

CN0 5142, LN0 2519, HN0 6649
CN1 4318, LN1 1785, HN1 5815
CN2 3584, LN2 0951, HN2 4081
CN3 2750, LN3 9127, HN3 3257
CN4 1926, LN4 8393, HN4 2423

CN0 2150, LN0 9527, HN0 3657
CN1 1326, LN1 8793, HN1 2823
CN2 0592, LN2 7969, HN2 1099
CN3 9768, LN3 6135, HN3 0265
CN4 8934, LN4 5301, HN4 9431

CN0 4095, LN0 1462, HN0 5592
CN1 3261, LN1 0638, HN1 4768
CN2 2437, LN2 9804, HN2 3934
CN3 1603, LN3 8070, HN3 2100
CN4 0879, LN4 7246, HN4 1376

CN0 9407, LN0 6874, HN0 0904
CN1 8673, LN1 5040, HN1 9170
CN2 7849, LN2 4216, HN2 8346
CN3 6015, LN3 3482, HN3 7512
CN4 5281, LN4 2658, HN4 6788

CN0 0398, LN0 7765, HN0 1895
CN1 9564, LN1 6931, HN1 0061
CN2 8730, LN2 5107, HN2 9237
CN3 7906, LN3 4373, HN3 8403
CN4 6172, LN4 3549, HN4 7679

CN0 5429, LN0 2896, HN0 6926
CN1 4695, LN1 1062, HN1 5192
CN2 3861, LN2 0238, HN2 4368
CN3 2037, LN3 9404, HN3 3534
CN4 1203, LN4 8670, HN4 2700

CN0 2750, LN0 9127, HN0 3257
CN1 1926, LN1 8393, HN1 2423
CN2 0192, LN2 7569, HN2 1699
CN3 9368, LN3 6735, HN3 0865
CN4 8534, LN4 5901, HN4 9031

CN0 1706, LN0 8173, HN0 2203
CN1 0972, LN1 7349, HN1 1479
CN2 9148, LN2 6515, HN2 0645
CN3 8314, LN3 5781, HN3 9811
CN4 7580, LN4 4957, HN4 8087

CN0 0295, LN0 7662, HN0 1792
CN1 9461, LN1 6838, HN1 0968
CN2 8637, LN2 5004, HN2 9134
CN3 7803, LN3 4270, HN3 8300
CN4 6079, LN4 3446, HN4 7576

CN0 3520, LN0 0997, HN0 4027
CN1 2796, LN1 9163, HN1 3293
CN2 1962, LN2 8339, HN2 2469
CN3 0138, LN3 7505, HN3 1635
CN4 9304, LN4 6771, HN4 0801

CN0 9287, LN0 6654, HN0 0784
CN1 8453, LN1 5820, HN1 9950
CN2 7629, LN2 4096, HN2 8126
CN3 6895, LN3 3262, HN3 7392
CN4 5061, LN4 2438, HN4 6568

CN0 9586, LN0 6953, HN0 0083
CN1 8752, LN1 5129, HN1 9259
CN2 7928, LN2 4395, HN2 8425
CN3 6194, LN3 3561, HN3 7691
CN4 5360, LN4 2737, HN4 6867

CN0 5043, LN0 2410, HN0 6540
CN1 4219, LN1 1686, HN1 5716
CN2 3485, LN2 0852, HN2 4982
CN3 2651, LN3 9028, HN3 3158
CN4 1827, LN4 8294, HN4 2324

CN0 3540, LN0 0917, HN0 4047
CN1 2716, LN1 9183, HN1 3213
CN2 1982, LN2 8359, HN2 2489
CN3 0158, LN3 7525, HN3 1655
CN4 9324, LN4 6791, HN4 0821

CN0 6851, LN0 3228, HN0 7358
CN1 5027, LN1 2494, HN1 6524
CN2 4293, LN2 1660, HN2 5790
CN3 3469, LN3 0836, HN3 4966
CN4 2635, LN4 9002, HN4 3132

CN0 3540, LN0 0917, HN0 4047
CN1 2716, LN1 9183, HN1 3213
CN2 1982, LN2 8359, HN2 2489
CN3 0158, LN3 7525, HN3 1655
CN4 9324, LN4 6791, HN4 0821

CN0 5083, LN0 2450, HN0 6580
CN1 4259, LN1 1626, HN1 5756
CN2 3425, LN2 0892, HN2 4922
CN3 2691, LN3 9068, HN3 3198
CN4 1867, LN4 8234, HN4 2364

CN0 4352, LN0 1729, HN0 5859
CN1 3528, LN1 0995, HN1 4025
CN2 2794, LN2 9161, HN2 3291
CN3 1960, LN3 8337, HN3 2467
CN4 0136, LN4 7503, HN4 1633

CN0 0394, LN0 7761, HN0 1891
CN1 9560, LN1 6937, HN1 0067
CN2 8736, LN2 5103, HN2 9233
CN3 7902, LN3 4379, HN3 8409
CN4 6178, LN4 3545, HN4 7675

CN0 0697, LN0 7064, HN0 1194
CN1 9863, LN1 6230, HN1 0360
CN2 8039, LN2 5406, HN2 9536
CN3 7205, LN3 4672, HN3 8702
CN4 6471, LN4 3848, HN4 7978

CN0 6897, LN0 3264, HN0 7394
CN1 5063, LN1 2430, HN1 6560
CN2 4239, LN2 1606, HN2 5736
CN3 3405, LN3 0872, HN3 4902
CN4 2671, LN4 9048, HN4 3178

CN0 3287, LN0 0654, HN0 4784
CN1 2453, LN1 9820, HN1 3950
CN2 1629, LN2 8096, HN2 2126
CN3 0895, LN3 7262, HN3 1392
CN4 9061, LN4 6438, HN4 0568

CN0 2596, LN0 9963, HN0 3093
CN1 1762, LN1 8139, HN1 2269
CN2 0938, LN2 7305, HN2 1435
CN3 9104, LN3 6571, HN3 0601
CN4 8370, LN4 5747, HN4 9877

CN0 0295, LN0 7662, HN0 1792
CN1 9461, LN1 6838, HN1 0968
CN2 8637, LN2 5004, HN2 9134
CN3 7803, LN3 4270, HN3 8300
CN4 6079, LN4 3446, HN4 7576

CN0 1029, LN0 8496, HN0 2526
CN1 0295, LN1 7662, HN1 1792
CN2 9461, LN2 6838, HN2 0968
CN3 8637, LN3 5004, HN3 9134
CN4 7803, LN4 4270, HN4 8300

CN0 9540, LN0 6917, HN0 0047
CN1 8716, LN1 5183, HN1 9213
CN2 7982, LN2 4359, HN2 8489
CN3 6158, LN3 3525, HN3 7655
CN4 5324, LN4 2791, HN4 6821

CN0 1685, LN0 8052, HN0 2182
CN1 0851, LN1 7228, HN1 1358
CN2 9027, LN2 6494, HN2 0524
CN3 8293, LN3 5660, HN3 9790
CN4 7469, LN4 4836, HN4 8966

CN0 4738, LN0 1105, HN0 5235
CN1 3904, LN1 0371, HN1 4401
CN2 2170, LN2 9547, HN2 3677
CN3 1346, LN3 8713, HN3 2843
CN4 0512, LN4 7989, HN4 1019

CN0 4738, LN0 1105, HN0 5235
CN1 3904, LN1 0371, HN1 4401
CN2 2170, LN2 9547, HN2 3677
CN3 1346, LN3 8713, HN3 2843
CN4 0512, LN4 7989, HN4 1019

CN0 0354, LN0 7721, HN0 1851
CN1 9520, LN1 6997, HN1 0027
CN2 8796, LN2 5163, HN2 9293
CN3 7962, LN3 4339, HN3 8469
CN4 6138, LN4 3505, HN4 7635

CN0 0518, LN0 7985, HN0 1015
CN1 9784, LN1 6151, HN1 0281
CN2 8950, LN2 5327, HN2 9457
CN3 7126, LN3 4593, HN3 8623
CN4 6392, LN4 3769, HN4 7899

CN0 6954, LN0 3321, HN0 7451
CN1 5120, LN1 2597, HN1 6627
CN2 4396, LN2 1763, HN2 5893
CN3 3562, LN3 0939, HN3 4069
CN4 2738, LN4 9105, HN4 3235

CN0 5706, LN0 2173, HN0 6203
CN1 4972, LN1 1349, HN1 5479
CN2 3148, LN2 0515, HN2 4645
CN3 2314, LN3 9781, HN3 3811
CN4 1580, LN4 8957, HN4 2087

