NS 10000
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7150
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2285
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7471
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8825
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1574
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7314
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6283
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7073
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6360
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6083
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6283
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8562
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7750
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5938
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6649
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4841
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7730
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1417
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1158
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3370
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2928
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7314
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5138
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8241
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5851
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4047
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6629
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7374
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7473
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4481
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6326
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1738
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2629
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7750
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4081
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3037
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2526
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5851
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1518
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1817
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7374
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5871
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8182
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5871
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7314
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6683
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2625
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2928
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8128
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5518
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4827
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2526
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3350
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1871
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3916
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6069
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6069
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2685
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2849
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8285
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7037
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6326
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5572
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4081
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7370
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3950
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5851
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8182
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6926
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5138
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1518
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4847
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6083
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3930
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3017
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2582
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4027
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4128
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4784
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7017
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8584
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5172
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2526
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7170
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4427
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3037
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4184
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7417
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5958
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6629
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7370
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5972
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1718
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3673
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2869
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4061
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5871
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7730
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7374
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6069
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5158
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5572
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7374
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7174
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8861
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8825
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7073
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2649
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7714
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3730
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7073
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6362
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4461
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6362
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4481
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1518
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6263
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1174
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3730
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8562
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7370
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1871
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4784
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8584
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2548
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2829
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8548
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2285
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8841
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4861
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4740
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6926
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4427
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7471
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3716
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6283
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8861
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1451
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1815
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2269
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7130
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3039
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2982
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2625
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1471
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8562
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6926
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2962
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3730
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7350
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8582
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5958
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5172
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1518
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2928
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4481
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6269
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8548
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6029
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3639
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5815
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6926
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8562
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5815
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5152
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4427
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1158
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4760
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6063
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8281
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5918
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6069
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3039
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4861
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3930
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4861
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2869
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6926
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6649
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6629
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1738
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3316
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8461
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2849
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5215
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3930
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5239
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2926
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7071
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2269
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3730
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1738
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1158
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4041
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5251
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5958
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3037
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7350
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3637
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4748
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1415
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5172
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3639
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7314
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8281
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5251
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5172
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5239
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5972
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7071
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2926
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4748
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 6960
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7437
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1714
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4784
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7437
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3639
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1738
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 3950
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 7130
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4041
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4128
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 1518
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5251
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2526
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 5172
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 8861
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 4827
UHF -2,+7,-3,+9
LHF -3,+4,-3,+7
PHF -6,+1,-7,+0
ROOT 2288
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 2242
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 3359
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 1711
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 7977
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 4040
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 3266
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 5575
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 4733
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 5484
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 5482
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 7060
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 8048
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 5171
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 3959
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 5488
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 7066
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 8048
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 5515
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 5488
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 7377
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 4060
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 3939
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 8084
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 1717
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 3262
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 6862
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 6626
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 7733
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 4737
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 3620
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 7977
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 2422
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 5515
UHF -2,+3,-7,+4
LHF -9,+8,-4,+4
PHF -5,+0,-8,+9
ROOT 8848
UHF -2,+3,-7,+4
